一丁不识	形容一个字也不认识。
邂逅相遇	邂逅：未约而相逢。指无意中相遇。
邈以山河	形容遥远得如隔山河。同“邈若山河”。
邈处欿视	指处世淡泊，视事谦逊。
邈如旷世	仿佛隔了久远的年代。
邈若山河	形容遥远得如隔山河。
邈若河山	形容遥远得如隔山河。同“邈若山河”。
邈若河汉	形容奇异怪诞之极。
邋邋遢遢	指人肮脏不整洁。
邑犬群吠	邑：乡邑。乡邑的狗群起吠叫。比喻庸人对不理解的观点进行群起攻击。
邑邑不乐	邑邑：发愁的样子。形容心里苦闷，很少言笑。
邦国殄瘁	殄：尽，绝；瘁：病。形容国家病困，陷于绝境。
邦家之光	邦：诸侯国；家：大夫的封地。指国家的光荣。
邪不伐正	指邪妖之法不能压倒刚正之气。同“邪不犯正”。
邪不压正	邪：邪气，指不正派的人或事；不正当的、不正派的压不倒正当的、正派的事物。
邪不干正	邪恶的压不倒正派刚正的事物。
邪不敌正	犹言邪不犯正。指邪妖之法不能压倒刚正之气。
邪不犯正	指邪妖之法不能压倒刚正之气。亦作“邪不伐正”。
邪不胜正	犹言邪不犯正。指邪妖之法不能压倒刚正之气。
邪书僻传	淫邪不正的书籍，冷僻怪异的传记。指内容荒诞不经的书籍。
邪神野鬼	迷信指流散的鬼神。多比喻不务正业，到处游逛，寻事生非的人。
邪说异端	指和正统思想不同的有害的思想观点或言论学说。
邪门歪道	指不正当的门路、手段或不正经的事情。
邪魔外祟	指邪恶的鬼怪。
邪魔外道	佛教用语。指妨害正道的邪说和行为。比喻不符合正统思想的主张或教义。也比喻妖精鬼怪或品行不端的人。
邪魔怪道	犹言邪魔歪道。指不正当的言行或途径。
邪魔歪道	指不正当的言行或途径。
邯郸匍匐	比喻盲目效仿以致失去自己原来的长处。
邯郸学步	邯郸：战国时赵国的都城；学步：学习走路。比喻模仿人不到家，反把原来自己会的东西忘了。
邯郸重步	比喻进入梦乡。
邹缨齐紫	邹缨：春秋时邹国国君系在脖子上的帽带；齐紫：春秋时齐国国君穿的紫色服装。比喻上行下效。
邹衍谈天	比喻善辩。邹，通“驺”。
邹鲁遗风	孔子是鲁人，孟子是邹人，故以“邹鲁遗风”指孔孟遗留下来的儒家风气。
邺架之藏	对他人藏书的美称。
邻女窥墙	战国时宋玉邻家有美女倾心于他，三年间常爬上墙头偷窥，但宋玉从未动心。后形容女子对男子的倾慕。
邻女詈人	比喻各为其主。詈，指“骂”。
邻父之疑	邻父：指邻居的老年人。比喻那些心存偏见而喜欢主观用事的人。
邻里乡党	周制1邻＝5家，1里＝5邻，1党＝500家，1乡＝12500家。泛称一乡的人。
郁垒神荼	二神名，传说能治二鬼，后世奉为门神。指门神。
郁抑不申	郁抑：压抑；申：舒展。胸中压抑而得不到舒展。
郁肉漏脯	郁：腐臭；漏脯：古人认为肉为漏水所沾，有毒。形容腐臭的肉食。
郁郁不乐	郁郁：心里苦闷。闷闷不乐。
郁郁寡欢	郁郁：发愁的样子；寡：少。形容心里苦闷。指闷闷不乐。
郁郁沉沉	深广的样子。
郁郁累累	忧思不绝的样子。
郁郁芊芊	犹言郁郁葱葱。①草木苍翠茂盛的样子。②气盛的样子。
郁郁苍苍	犹言郁郁葱葱。草木苍翠茂盛的样子。
郁郁葱葱	形容草木苍翠茂盛。也形容气势美好蓬勃。
郁郁青青	形容香味浓烈，生机盎然的样子。
郊寒岛瘦	本指孟郊、贾岛简啬孤峭的诗歌风格。后用以形容诗文类似的意境。
郎前白发	当了很长时间的官，一直得不到提拔，头发都白了还是一个小官。比喻一直到白了都没有遇到一个好机会。
郎才女姿	形容男女双方很相配。同“郎才女貌”。
郎才女貌	郎：旧指女子对丈夫或情人的称呼。男的有才气，女的有美貌。形容男女双方很相配。
郐下无讥	指微不足道。
郑人买履	用来讽刺只信教条，不顾实际的人。
郑人争年	年：年龄。比喻争论的事情既无根据，又无意义。
郑人实履	郑人：春秋时期郑国人。履：鞋。郑国人买鞋。比喻只相信书本，不相信客观实际。多用以讽刺教条主义者。
郑卫之声	郑卫：指春秋时的郑国和卫国。指春秋战国时郑、卫等国的民间音乐。因儒家认为其音淫靡，不同于雅乐，故斥之为淫声。
郑卫之曲	郑卫：指春秋时的郑国和卫国。指春秋战国时郑、卫等国的民间音乐。因儒家认为其音淫靡，不同于雅乐，故斥之为淫声。
郑卫之音	郑卫：指春秋时的郑国和卫国。指春秋战国时郑、卫等国的民间音乐。
郑卫桑间	郑卫：春秋时郑、卫二国；桑间：在濮水之上。指亡国之音。
郑声乱雅	郑声：郑国的音乐。郑国靡乱的音乐扰乱了优雅的音乐。比喻邪扰乱了正。
郑昭宋聋	杜预注：“昭，明也。聋，暗也。”比喻情况不同。
郑重其事	郑重：审慎，严肃认真。形容说话做事时态度非常严肃认真。
郑重其辞	谓说话态度严肃认真。
郝隆晒书	指人腹中装书，很有学问。
郢中白雪	指高雅的乐曲或诗文。
郢书燕说	郢：春秋战国时楚国的都城；书：信；燕：古诸侯国名；说：解释。比喻牵强附会，曲解原意。
郢人斤斧	比喻成熟、高超的技艺。同“郢匠挥斤”。
郢人斤斫	比喻成熟、高超的技艺。同“郢匠挥斤”。
郢人斫垩	比喻成熟、高超的技艺。同“郢匠挥斤”。
郢人运斧	比喻成熟、高超的技艺。同“郢匠挥斤”。
郢匠挥斤	比喻纯熟、高超的技艺。
郤诜丹桂	比喻科举及第，获得功名。
郤诜高第	比喻指科举高中，荣登榜首。
郦寄卖友	郦寄出卖朋友。
郭公夏五	《春秋》一书中，“郭公”下未记事，“夏五”后缺“月”字。比喻文字脱漏。
都中纸贵	形容别人的著作受人欢迎，广为流传。
都俞吁咈	皆为古汉语叹词。吁，不同意；咈，反对；都，赞美；俞，同意。本以表示尧、舜、禹等讨论政事时发言的语气，后用以赞美君臣论政问答，融洽雍睦。
都头异姓	最高贵的称呼。
都鄙有章	都：国都；鄙：边远的地方；章：规章。国都和边远的地方车服尊卑各有规定。
鄙于不屑	鄙：粗俗卑鄙。不屑：认为不值得（做或看）。粗俗卑鄙到不值得一顾的程度。指既丑陋又下贱，叫人看不上眼。
鄙俚浅陋	鄙俚：粗俗；浅陋：见闻不多。多形容文章或言谈粗俗浅薄。
鄙吝复萌	鄙吝：庸俗；萌：发生。庸俗的念头又发生了。
鄙夷不屑	指轻视；看不起。
鄙薄之志	鄙薄：浅陋、微薄；志：志向。指微小的志向。多用作谦词。
鄙言累句	鄙言：浅俗的言辞。指文章的词句浅俗，不精炼。
酌古准今	择取古代之事，用来比照今天的情况。
酌古参今	指斟酌古今之事，互相参照。
酌古御今	指择古之善者以为治今的借鉴。
酌古斟今	指斟酌古今之事，互相参照。
酌古沿今	指斟酌古今沿革，以明源流。
酌水知源	饮水要明白它的来源。比喻不忘本。
酌盈剂虚	拿多余的弥补不足的或亏损的。
酌盈注虚	指以有余调剂不足。
酌金馔玉	喝酒的杯子是金的，盛菜肴的器皿是玉的。极言饮宴的奢侈豪华。
配享从汜	旧时以孔子门徒及某些所谓“名儒”附属于孔子者一并受祭，称配享从汜。
配套成龙	把设备或设施搭配起来，成为完整的系统。
酒余茶后	指随意消遣的空闲时间。
酒余饭饱	酒已尽量，饭也吃饱。形容吃饱喝足。
酒入舌出	形容人喝酒以后喜欢唠叨。
酒后之勇	比喻嗜酒善饮、才高能诗的人。
酒后失言	酒喝多了以后，不能自持，说了不该说的话。
酒后无德	指醉酒之后胡言乱语或行为出路。
酒后茶余	指随意消遣的空闲时间。
酒囊饭包	讥讽无能的人，只会吃喝，不会做事。
酒囊饭袋	囊：口袋。只会吃喝，不会做事。讥讽无能的人。
酒地花天	形容吃喝嫖赌、荒淫腐化的生活。
酒有别肠	指酒量大小，与身材高矮无关。
酒朋诗侣	指在一起喝酒作诗的朋友。
酒池肉林	古代传说，殷纣以酒为池，以肉为林，为长夜之饮。原指荒淫腐化、极端奢侈的生活，后也形容酒肉极多。
酒浇块垒	块垒：指心里郁积着的忧愁、气愤。指用喝酒的方式来消去心中的愁闷。
酒浇垒块	垒块：指心里郁积着的忧愁、气愤。指用喝酒的方式来消去心中的愁闷。
酒瓮饭囊	犹言酒囊饭袋。
酒病花愁	指因贪恋酒色而引起的烦愁。
酒社诗坛	酒社：酒友所成立的团体；诗坛：诗人会聚的场所。指文人墨客相约在一起饮酒作诗的组织。
酒绿灯红	灯光酒色，红绿相映，令人目眩神迷。形容奢侈糜烂的生活。
酒肉兄弟	指酒肉朋友。
酒肉弟兄	在一起只是吃喝玩乐而不干正经事、不能共患难的朋友。
酒肉朋友	在一起只是吃喝玩乐而不干正经事的朋友。
酒能乱性	喝多酒能够使人不能自控，就会淫乱。
酒色之徒	指沉迷于吃喝与女色之中的人。
酒色财气	旧时以此为人生四戒。泛指各种不良品德、习气。
酒虎诗龙	比喻嗜酒善饮、才高能诗的人。
酒言酒语	酒醉之后的胡言乱语。形容胡说八道，语无伦次。
酒足饭饱	酒已尽量，饭也吃饱。形容吃饱喝足。
酒酣耳热	酒酣：酒喝得很痛快。形容喝酒喝得正高兴的时候。
酒酣耳熟	酒酣：饮酒尽兴而痛快。耳热：指面红过耳，非常兴奋。形容酒兴很浓，喝得痛快。
酒酸不售	酒已经变酸了，依然卖不出去。原比喻奸臣阻拦了有学问、有贤德的人为国家效力，使国君受到蒙蔽。后比喻经营无方或办事用人不当。
酒酽春浓	酽：味厚，味浓。酒味醇美，春意盎然。形容美好圆满的时刻。
酒酽花浓	酽：味厚，味浓。酒味醇美，花香浓郁。形容美好圆满的时刻。
酒醉酒解	喝醉酒后，还必须用酒来解醉。比喻问题由谁造成，还应由谁来解决。
酒醉饭饱	比喻饮食得到了满足。
酒醴麹蘖	醴：甜酒；麹蘖：酒曲。好酒必须有酒曲才能酿成。比喻君主或领导左右不可缺少的忠臣或下属。
酒阑人散	阑：尽。酒席完毕，客人归去。
酒阑兴尽	阑：尽；兴：兴致，兴夸。酒宴完了，兴致也没了。
酒阑客散	阑：尽。酒席完毕，客人归去。
酒阑宾散	阑：尽；宾：客人。酒席完毕，客人归去。
酒食地狱	陷入终日为酒食应酬而奔忙的痛苦境地。
酒食征逐	征：召唤；逐：追随。指酒肉朋友以吃喝交往。
酒龙诗虎	比喻嗜酒善饮、才高能诗的人。
酗酒滋事	喝醉酒寻衅生事者。
酝藉风流	酝藉：宽和有涵容。形容人的风度潇洒温文。
酣声如雷	酣：通“鼾”，熟睡时的鼻息声。形容熟睡时鼾声很大。
酣嬉淋漓	①形容恣意嬉戏，至于极点。②指文字非常畅达。
酣歌恒舞	形容纵情歌舞，耽于声色。
酣歌醉舞	形容纵情歌舞，耽于声色。同“酣歌恒舞”。
酣然入梦	很舒适地进入梦乡
酣畅淋漓	酣畅：畅饮，引伸为舒适、畅快；淋漓：畅快的样子。形容非常畅快。
酣痛淋漓	形容非常畅快。同“酣畅淋漓”。
酩酊大醉	酩酊：沉醉的样子。形容醉得很厉害。
酩酊烂醉	形容醉得厉害。
酬功报德	酬：报谢；报：报答。酬谢功劳，报答恩德。
酬功给效	效，呈献，献出（生命者）。指赏赐有功劳者。
酬应如流	酬应：应答。应答如同流水一样流畅。
酸咸苦辣	指各种味道。比喻幸福、痛苦等各种境遇。同“酸甜苦辣”。
酸文假醋	形容装出一副文雅有礼貌的样子。
酸甜苦辣	指各种味道。比喻幸福、痛苦等各种境遇。
酸眉醋眼	指人用妒忌的眼光看待。
醇酒妇人	醇酒：味厚的酒。比喻颓废腐化的生活。
醇酒美人	指酒色。
醉吐相茵	后以这一典故喻指宽以待人必然会有好的回报。
醉墨淋漓	淋漓：充盛、酣畅的样子。乘着酒兴挥毫泼墨。常用以形容行文作画挥洒自如，笔意酣畅。
醉山颓倒	形容醉态。
醉怒醒喜	酒醉后发怒，酒醒后欢喜
醉死梦生	像在醉梦中那样昏昏沉沉度日。形容生活目的不明确，糊里糊涂。
醉玉颓山	形容男子风姿挺秀，酒后醉倒的风采。
醉生梦死	象喝醉酒和做梦那样，昏昏沉沉，糊里糊涂地过日子。
